permalink,collection,nypl,loc,uuid,photographer,year,location,description,landscape,locationScore,styleScore,peopleScore,activityScore,activityScore2,activityScore3,activityScore4,activityScore5,activityScore6
https://digitalcollections.nypl.org/items/510d47df-a95e-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1234611,,4b4ce8c0-c62b-012f-fb10-58d385a7bc34,,1926,,Portrait of a woman with braided hair,2,3,6,7,26,,,,,
https://digitalcollections.nypl.org/items/510d47e3-d86b-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1615148,,4a979490-c6ed-012f-b5c1-3c075448cc4b,"Lange, Dorothea",1939,Alabama,Portrait of former slave in Alabama,2,3,6,7,26,33,36,,,
https://digitalcollections.nypl.org/items/510d47e2-fce2-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,08schaj,,d72abc60-c634-012f-4c27-58d385a7bc34,,1890-1909,,Woman poses on porch with two white children,2,3,6,8,11,12,22,26,,
https://digitalcollections.nypl.org/items/510d47df-fa16-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1260352,,95016b80-c645-012f-d006-58d385a7bc34,,1939-1945,Liberia,Women's Army Auxilary Corp line up for review in Libera,2,3,6,8,12,26,28,,,
https://digitalcollections.nypl.org/items/510d47df-a95c-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1234610,,4b123220-c62b-012f-9696-58d385a7bc34,,1926,,Portrait of three elderly women wearing mojo talismans,2,3,6,8,21,26,33,,,
https://digitalcollections.nypl.org/items/510d47de-8170-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1211911,,b64f6860-c612-012f-a528-58d385a7bc34,"Lee, Russell",1939,"Hammond, Louisiana",Woman cooking,2,4,5,7,11,14,30,35,38,
https://digitalcollections.nypl.org/items/510d47de-8719-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1212132,,b264ad50-c612-012f-b74a-58d385a7bc34,"Lee, Russell",1939,"Transylvania, Louisiana",Woman homeschools her two children,2,4,5,8,9,11,14,22,35,38
https://digitalcollections.nypl.org/items/510d47df-f8a7-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1260007,,8156d3b0-c612-012f-1cac-58d385a7bc34,"Wolcott, Marion Post",1939,"Gee's Bend, Alabama",Elderly woman reads aloud to class,2,4,5,8,9,22,26,33,,
https://digitalcollections.nypl.org/items/510d47df-f8d1-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1260053,,d73af060-c612-012f-d18d-58d385a7bc34,"Wolcott, Marion Post",1939,"Milestone, Mississippi",Milestone Plantation school students and teacher,2,4,5,8,9,12,13,22,26,
https://digitalcollections.nypl.org/items/510d47df-f8cd-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1260049,,d44d72e0-c612-012f-5226-58d385a7bc34,"Wolcott, Marion Post",1940,"Bayou Bourbeaux Plantation, Natchitoches Parish, Louisiana",Girl and baby sitting on a bed,2,4,5,8,11,14,22,26,35,36
https://digitalcollections.nypl.org/items/510d47df-f973-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1260195,,bba57800-c612-012f-909d-58d385a7bc34,"Wolcott, Marion Post",1940,"Thomastown, Louisiana",Women and children playing bingo after La Delta Project meeting,2,4,5,8,11,15,22,27,,
https://digitalcollections.nypl.org/items/510d47df-f8ff-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1260078,,fdff69f0-c612-012f-130c-58d385a7bc34,"Delano, Jack",1941,"Caroline County, Virginia",Woman and children preparing to move,2,4,5,8,11,14,22,26,35,37
https://digitalcollections.nypl.org/items/510d47df-fd14-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1261011,,9d5a4ac0-c6b7-012f-27aa-58d385a7bc34,,1898-1955,"Howard's Orphanage, Kings Park, New York",Girls learning how to bake at Howard's Vocational school,2,4,5,8,11,22,26,30,32,35
https://digitalcollections.nypl.org/items/510d47df-f8e8-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1260068,,98492780-c612-012f-c1b4-58d385a7bc34,"Delano, Jack",1941,"Heard County, Georgia","Congregation sitting in pews in Heard County, George",2,4,5,8,13,21,26,,,
https://digitalcollections.nypl.org/items/510d47df-a083-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1232075,,040afdf0-c6bc-012f-30c3-58d385a7bc34,,1908,"Clark County, Mississippi",Portrait of a missionary student at Clark University,2,4,6,7,9,21,26,39,,
https://digitalcollections.nypl.org/items/510d47df-f89f-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,1260006,,834c4410-c612-012f-6318-58d385a7bc34,"Delano, Jack",1941,"Greensboro, Alabama",Former slave poses in her home,2,4,6,7,11,14,26,33,35,39
https://digitalcollections.nypl.org/items/510d47e1-cdeb-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,47SCCDV,,c22ebb50-c6ca-012f-d26c-58d385a7bc34,"Saurman, Thomas M.",1870,"Norristown, Pennsylvania",Portrait of a woman wearing a headwrap,2,4,6,7,26,33,,,,
https://digitalcollections.nypl.org/items/510d47e1-cde9-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,45SCCDV,,c1665da0-c6ca-012f-a4a4-58d385a7bc34,"Insley, H.A.",1880,"Nyack, New York",Portrait of woman wearing gloves and leaning on fence,2,4,6,7,26,,,,,
https://digitalcollections.nypl.org/items/510d47e1-cda9-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,15SCCDV,,b4beca60-c6ca-012f-0750-58d385a7bc34,Richmond Photograph Co.,1880-1889,"Richmond, Virginia",Portrait of a woman,2,4,6,7,26,,,,,
https://digitalcollections.nypl.org/items/510d47e1-cdca-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,55SCCDV,,c56a6460-c6ca-012f-0397-58d385a7bc34,"Hunt, A.T.",1880-1889,"Morristown, Tennessee",Portrait of a woman with ribboned neck,2,4,6,7,26,,,,,
https://digitalcollections.nypl.org/items/510d47e1-cdcb-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,56SCCDV,,c5c96dd0-c6ca-012f-b0c4-58d385a7bc34,"Insley, H.A.",1880-1889,"Nyack, New York",Portrait of a woman in a buttoned bodice,2,4,6,7,26,,,,,
https://digitalcollections.nypl.org/items/510d47e1-cdcc-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,57SCCDV,,c6289100-c6ca-012f-27ce-58d385a7bc34,"Bean, L.V. ",1880-1889,"Sioux Falls, South Dakota",Portrait of a woman in velvet,2,4,6,7,26,,,,,
https://digitalcollections.nypl.org/items/510d47e1-cdcf-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,60SCCDV,,c7643840-c6ca-012f-ba33-58d385a7bc34,,1880-1889,"York, Pennsylvania",Portrait of a woman wearing a chain necklace,2,4,6,7,26,,,,,
https://digitalcollections.nypl.org/items/510d47e1-cdd6-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,74SCCDV,,cd974a20-c6ca-012f-8f70-58d385a7bc34,Richmond Photograph Co.,1880-1889,"Richmond, Virginia",Portrait of a woman wearing a lace collar,2,4,6,7,26,,,,,
https://digitalcollections.nypl.org/items/510d47d9-4de5-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439931,,3a5ee550-c609-012f-c9a9-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Woman in mob cap sorts chocolates into boxes,1,4,5,7,10,12,24,26,30,
https://digitalcollections.nypl.org/items/510d47d9-4ddb-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439922,,367c9c80-c609-012f-d64b-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Smiling woman wearing white cloth cap,1,4,6,7,26,,,,,
https://digitalcollections.nypl.org/items/510d47d9-4dda-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439921,,36303590-c609-012f-ba24-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Woman wearing white cap threads knitting reel,1,4,5,7,10,12,20,24,26,
https://digitalcollections.nypl.org/items/510d47d9-4dd9-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439920,,35d48380-c609-012f-8bbc-58d385a7bc34,"Hine, Lewis Wickes",1907-1933,"New York, New York",Woman wearing bandana threads industrial spinner,1,4,5,7,10,12,24,26,,
https://digitalcollections.nypl.org/items/510d47d9-4dd8-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439919,,35795990-c609-012f-723d-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Portrait of a woman in a spinning factory,1,4,6,7,10,12,24,26,,
https://digitalcollections.nypl.org/items/510d47d9-4dd7-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439918,,351384f0-c609-012f-f827-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Woman sharpening tools in factory,1,4,5,7,10,12,24,26,,
https://digitalcollections.nypl.org/items/510d47d9-4d42-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",464381,,e1f396e0-c608-012f-52b6-58d385a7bc34,"Hine, Lewis Wickes",1910,New England,Young girl poses in front of spinning machine,1,4,5,7,10,12,22,24,26,
https://digitalcollections.nypl.org/items/510d47d9-4cc6-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",464471,,f895d2d0-c608-012f-a9b8-58d385a7bc34,"Hine, Lewis Wickes",1930,"Mount Vernon, New York",15 year old girl bottling hair tonic,1,4,5,7,10,12,22,24,26,
https://digitalcollections.nypl.org/items/510d47d9-4cc0-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",464465,,f71f6d30-c608-012f-bf53-58d385a7bc34,"Hine, Lewis Wickes",1913,"New York, New York",14 year old girl working in paper box factory,1,4,5,7,10,12,22,24,26,
https://digitalcollections.nypl.org/items/87ac1d57-b1e6-9892-e040-e00a180672f0,Jerome Robbins Dance Division,psnypl_dan_1656,,1615a610-c5fe-012f-d8f1-58d385a7bc34,"Melton, Frederick",1937- 1940,"New York, New York",Girls and instructor in ballet class at the NYC School of Ballet,1,4,5,8,16,22,26,,,
https://digitalcollections.nypl.org/items/42a98400-fd5d-0135-4b24-4b2548c1d655,Billy Rose Theatre Division,57460725,,4200bde0-fd5d-0135-f51d-391ea79cf2a1,"White Studios, New York",1922- 1923,"New York, New York",Women dressed as gypsies pose for production of Chauve-Souris,1,4,6,8,12,17,26,,,
https://digitalcollections.nypl.org/items/4b75e430-88d8-0134-9e9f-00505686a51c,Billy Rose Theatre Division,56930409,,4ad60050-88d8-0134-283d-00505686a51c,,1958,"New York, New York","""West Side Story"" actresses celebrate backstage",1,4,5,8,12,17,26,,,
https://digitalcollections.nypl.org/items/e88da080-e37d-0135-e39c-006b9fdee980,Billy Rose Theatre Division,57486035,,e7c3f930-e37d-0135-a59e-371047bafc62,"Keystone Pictures, New York",1943,"New York, New York","Original cast members of ""Oklahoma!"" dance backstage",1,4,6,8,12,17,26,,,
https://digitalcollections.nypl.org/items/510d47d9-4de9-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439935,,3be28570-c609-012f-33b7-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,,Young girl picking herbs in a field,2,3,5,7,11,22,26,36,,
https://digitalcollections.nypl.org/items/510d47e2-fcdf-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,11schaj,,d663f1c0-c634-012f-a1c0-58d385a7bc34,,,,Portrait of a seated older woman in a striped dress,1,4,6,7,26,33,,,,
https://digitalcollections.nypl.org/items/510d47d9-4df2-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439938,,34b51960-c609-012f-4cf6-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Woman operating a metal press,1,4,5,7,10,12,24,,,
https://digitalcollections.nypl.org/items/510d47d9-4ddf-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439926,,382adda0-c609-012f-1253-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women sewing in workroom,1,4,5,8,12,20,24,,,
https://digitalcollections.nypl.org/items/510d47d9-4dde-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439925,,37a9f9b0-c609-012f-06a1-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Woman finishing garment,1,4,5,7,12,20,26,,,
https://digitalcollections.nypl.org/items/510d47d9-4ddc-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439923,,36eb72b0-c609-012f-3ee4-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Woman arrives at her place of work,1,3,5,7,12,23,24,26,,
https://digitalcollections.nypl.org/items/510d47d9-4de7-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439933,,3b1b3810-c609-012f-a238-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Two women sort chocolates in a factory,1,4,5,8,10,12,24,26,30,
https://digitalcollections.nypl.org/items/510d47e2-fcd6-a3d9-e040-e00a18064a99,Schomburg Center for Research in Black Culture,02schaj,,d37aad60-c634-012f-40ea-58d385a7bc34,,,,Young woman in elaborately beaded costume,1,4,6,7,16,26,,,,
https://digitalcollections.nypl.org/items/510d47d9-4e08-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439959,,2775c760-c609-012f-3442-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,Canada,Masked woman fills mortar shells,1,4,5,7,10,12,25,26,28,
https://digitalcollections.nypl.org/items/510d47d9-4e06-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439957,,26a75480-c609-012f-74ba-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Mother with her child delievers home-made flowers,1,3,5,8,11,12,20,22,23,26
https://digitalcollections.nypl.org/items/510d47d9-4e05-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439956,,264c2830-c609-012f-c6e2-58d385a7bc34,"Hine, Lewis Wickes",1907,"New York, New York",Girl delievers home-made flowers on West 3rd Street,1,3,5,7,12,20,22,23,26,
https://digitalcollections.nypl.org/items/510d47d9-4e04-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439955,,25dd0c30-c609-012f-39ad-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Woman with children carries home flower making materials,1,3,6,8,11,12,20,22,23,
https://digitalcollections.nypl.org/items/510d47d9-4e03-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439954,,257bdc70-c609-012f-143e-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women branch together artificial flowers,1,4,5,8,12,20,24,26,33,
https://digitalcollections.nypl.org/items/510d47d9-4e00-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439952,,244202c0-c609-012f-797d-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Young women working at a table in artificial flower factory,1,4,5,8,12,20,24,26,,
https://digitalcollections.nypl.org/items/510d47d9-4dff-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439951,,23d16060-c609-012f-bf3f-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Two women working on artificial flowers,1,4,5,8,12,20,24,26,,
https://digitalcollections.nypl.org/items/510d47d9-4dfe-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439950,,2372ded0-c609-012f-3602-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women create foliage for artificial flowers,1,4,5,8,12,20,24,26,,
https://digitalcollections.nypl.org/items/510d47d9-4dfd-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439949,,22f79880-c609-012f-2550-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women pressing petals for artificial flowers,1,4,5,8,10,12,20,24,26,
https://digitalcollections.nypl.org/items/510d47d9-4dfc-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439948,,22a69ad0-c609-012f-0b1f-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women assemble artificial flowers,1,4,5,8,12,20,24,26,,
https://digitalcollections.nypl.org/items/510d47d9-4dfb-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439947,,2238de50-c609-012f-637e-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Two women assemble artificial roses,1,4,5,8,12,20,24,26,,
https://digitalcollections.nypl.org/items/510d47d9-4dfa-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439946,,21d2a5b0-c609-012f-5daa-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women assemble artificial roses,1,4,5,8,10,12,20,24,26,33
https://digitalcollections.nypl.org/items/510d47d9-4df9-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439945,,21785d70-c609-012f-6346-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Two women assemble artificial roses,1,4,5,8,12,20,24,26,,
https://digitalcollections.nypl.org/items/510d47d9-4df7-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439943,,20b44b10-c609-012f-6fd9-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Woman uses goffer iron to press artificial flower petals,1,4,5,7,10,12,20,24,26,
https://digitalcollections.nypl.org/items/510d47d9-4df6-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439942,,204d78e0-c609-012f-47c7-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women prepare artificial rose petals for joining,1,4,5,8,12,20,24,26,,
https://digitalcollections.nypl.org/items/510d47d9-4df5-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439941,,1ff3cb40-c609-012f-b650-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Women at a table assemble artificial roses,1,4,5,8,12,20,24,26,,
https://digitalcollections.nypl.org/items/510d47d9-4deb-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439937,,3cb810c0-c609-012f-229e-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,"New York, New York",Elderly woman punches tickets,1,4,5,7,12,24,33,,,
https://digitalcollections.nypl.org/items/510d47d9-4dea-a3d9-e040-e00a18064a99,"The Miriam and Ira D. Wallach Divison of Art, Prints and Photographs",439936,,3c584b40-c609-012f-1df5-58d385a7bc34,"Hine, Lewis Wickes",1907- 1933,,Girl draws two zebras using charcoal,1,4,5,7,14,15,22,26,40,